% Model,NMC-Graphit.mph
% Version,COMSOL 5.2.1.152
% Date,"Jul 5 2017, 15:01"
% Table,Table 1 - Point Evaluation 1 (v)
% Time (s),"v (V), Point: 4"
735,3.5972176764318404
740,3.596829902182187
745,3.5964435955889305
750,3.5960587566520696
755,3.595675385371606
760,3.595293481747539
765,3.5949130457798684
770,3.594534077468594
775,3.5941565768137163
780,3.5937805438152353
785,3.5934059784731507
790,3.593032880787462
795,3.5926612507581708
800,3.5922910883852754
805,3.5919223936687765
810,3.591555166608675
815,3.5911894072049693
820,3.59082511545766
825,3.5904622913667477
830,3.5901009349322317
835,3.5897396280510816
840,3.5893775913455475
845,3.5890167314039645
850,3.5886570482263336
855,3.588298541812654
860,3.587941212162925
865,3.587585059277148
870,3.5872300831553217
875,3.586876283797448
880,3.5865236612035245
885,3.586172215373553
890,3.5858219463075325
895,3.585472854005464
900,3.5851249384673465
905,3.5847781996931802
910,3.5844326376829656
915,3.5840882524367026
920,3.5837450439543903
925,3.5834030122360296
930,3.5830621572816206
935,3.5827224790911623
940,3.5823839776646564
945,3.5820466530021013
950,3.581709602160264
955,3.581372173181681
960,3.5810357227943905
965,3.580700250998392
970,3.5803657577936865
975,3.5800322431802734
980,3.5796997071581522
985,3.579368149727324
990,3.5790375708877877
995,3.578707970639545
1000,3.5783793489825935
1005,3.578051705916935
1010,3.577725041442569
1015,3.5773993555594954
1020,3.577074648267714
1025,3.576750919567225
1030,3.5764281694580293
1035,3.576106397940125
1040,3.5757856050135137
1045,3.575465790678195
1050,3.5751469549341683
1055,3.5748290977814343
1060,3.5745122192199927
1065,3.5741951430854684
1070,3.573876787398417
1075,3.573559132800641
1080,3.5732421792921403
1085,3.572925926872914
1090,3.572610375542964
1095,3.572295525302289
1100,3.571981376150889
1105,3.571667928088765
1110,3.5713551811159157
1115,3.5710431352323417
1120,3.5707317904380433
1125,3.57042114673302
1130,3.570111204117272
1135,3.569801962590799
1140,3.5694934221536014
1145,3.5691855828056793
1150,3.5688784445470327
1155,3.5685720073776612
1160,3.568266271297565
1165,3.567961236306744
1170,3.567656902405198
1175,3.5673532695929278
1180,3.5670503378699325
1185,3.5667481072362124
1190,3.566446577691768
1195,3.5661457492365987
1200,3.565845621870705
1205,3.5655461955940857
1210,3.5652474704067427
1215,3.5649494463086744
1220,3.564652123299882
1225,3.5643555013803643
1230,3.5640595805501216
1235,3.563764360809155
1240,3.5634698421574633
1245,3.5631760245950472
1250,3.5628829081219062
1255,3.56259049273804
1260,3.5622987784434494
1265,3.562007765238134
1270,3.5617174531220943
1275,3.56142784209533
1280,3.5611389321578404
1285,3.5608507233096263
1290,3.5605632155506877
1295,3.5602717753381756
1300,3.5599702480718096
1305,3.5596687748947193
1310,3.5593673558069048
1315,3.559065990808365
1320,3.5587646798991015
1325,3.5584634230791132
1330,3.5581622203484007
1335,3.5578610717069634
1340,3.557559977154802
1345,3.5572589366919156
1350,3.5569579503183055
1355,3.5566570180339703
1360,3.5563561398389107
1365,3.5560553157331265
1370,3.5557545457166184
1375,3.5554538297893856
1380,3.5551531679514277
1385,3.554852560202746
1390,3.55455200654334
1395,3.554251506973209
1400,3.5539510614923535
1405,3.5536506701007737
1410,3.5533503327984697
1415,3.5530500495854414
1420,3.5527498204616883
1425,3.55244964542721
1430,3.552149524482008
1435,3.5518494576260817
1440,3.5515494448594307
1445,3.551249486182055
1450,3.550949581593955
1455,3.5506497310951306
1460,3.550349934685582
1465,3.5500501923653087
1470,3.5497505041343103
1475,3.5494508699925884
1480,3.5491512899401414
1485,3.5488517639769706
1490,3.5485522921030745
1495,3.5482528743184543
1500,3.5479535106231097
1505,3.5476542010170404
1510,3.547354945500247
1515,3.5470557440727286
1520,3.546756596734486
1525,3.5464441070100263
1530,3.5460912042776913
1535,3.545736090765079
1540,3.545378766472189
1545,3.545019231399023
1550,3.54465748554558
1555,3.54429352891186
1560,3.543927361497863
1565,3.5435589833035883
1570,3.543188394329037
1575,3.5428155945742095
1580,3.5424405840391047
1585,3.542063362723723
1590,3.5416839306280634
1595,3.541302287752128
1600,3.5409184340959152
1605,3.5405323696594255
1610,3.540144094442659
1615,3.539753608445615
1620,3.5393609116682945
1625,3.538966004110697
1630,3.538568885772823
1635,3.538169556654671
1640,3.5377680167562424
1645,3.537364266077537
1650,3.536958304618555
1655,3.536550132379296
1660,3.53613974935976
1665,3.5357271555599463
1670,3.535312350979856
1675,3.534895335619489
1680,3.5344761094788453
1685,3.534054672557924
1690,3.533631024856726
1695,3.533205166375251
1700,3.5327770971134993
1705,3.532346817071471
1710,3.5319143262491646
1715,3.531479624646582
1720,3.5310427122637225
1725,3.530603589100586
1730,3.5301622551571725
1735,3.5297187104334813
1740,3.529272954929514
1745,3.52882498864527
1750,3.5283748115807483
1755,3.5279200069356182
1760,3.5274531311549486
1765,3.5269835271973586
1770,3.5265111950628483
1775,3.5260361347514175
1780,3.5255583462630664
1785,3.525077829597795
1790,3.524594584755603
1795,3.524108611736491
1800,3.523619910540458
1805,3.5231284811675057
1810,3.5226343236176323
1815,3.522137437890839
1820,3.521637823987125
1825,3.521135481906491
1830,3.520630411648936
1835,3.520122613214461
1840,3.5196120866030656
1845,3.5190988318147496
1850,3.5185828488495137
1855,3.518064137707357
1860,3.5175426983882803
1865,3.5170185308922832
1870,3.516491635219366
1875,3.515962011369528
1880,3.51542965934277
1885,3.5148945791390913
1890,3.514356770758492
1895,3.5138162342009727
1900,3.513272969466533
1905,3.512726976555173
1910,3.5121782554668926
1915,3.5116268062016918
1920,3.5110726287595706
1925,3.510515723140529
1930,3.5099560893445676
1935,3.5093937273716853
1940,3.5088286372218827
1945,3.50826081889516
1950,3.5076902723915167
1955,3.507116997710953
1960,3.5065409948534687
1965,3.5060546442665026
1970,3.505600825670703
1975,3.505150086578101
1980,3.5047024269886964
1985,3.504257846902488
1990,3.5038163463194776
1995,3.503377925239664
2000,3.5029425836630472
2005,3.502510321589628
2010,3.5020811390194058
2015,3.50165503595238
2020,3.5012320123885523
2025,3.5008120683279214
2030,3.500395203770487
2035,3.49998141871625
2040,3.4995707131652107
2045,3.499163087117368
2050,3.498758540572722
2055,3.498357073531274
2060,3.4979586859930225
2065,3.497563377957968
2070,3.4971711494261113
2075,3.4967820003974515
2080,3.496395930871988
2085,3.4960129408497225
2090,3.4956330303306538
2095,3.495256199314782
2100,3.4948845814098326
2105,3.4945292192393906
2110,3.4941779961152912
2115,3.493830912037535
2120,3.493487967006121
2125,3.4931491610210506
2130,3.4928144940823227
2135,3.492483966189938
2140,3.492157577343896
2145,3.4918353275441967
2150,3.4915172167908404
2155,3.491203245083827
2160,3.4908934124231568
2165,3.490587718808829
2170,3.4902861642408443
2175,3.489988748719202
2180,3.4896954722439038
2185,3.4894063348149476
2190,3.4891213364323344
2195,3.4888404770960637
2200,3.488563756806137
2205,3.4882911755625523
2210,3.4880227333653107
2215,3.487758430214412
2220,3.487498266109856
2225,3.4872422410516433
2230,3.4869903550397727
2235,3.486742608074246
2240,3.4864826708181735
2245,3.486211097180506
2250,3.4859414993049094
2255,3.485673877191384
2260,3.48540823083993
2265,3.4851445602505473
2270,3.4848828654232356
2275,3.4846231463579946
2280,3.4843654030548246
2285,3.484109635513726
2290,3.4838558437346983
2295,3.483604027717742
2300,3.4833541874628566
2305,3.483106322970042
2310,3.4828604342392993
2315,3.4826165212706273
2320,3.4823745840640266
2325,3.4821346226194962
2330,3.4818966369370377
2335,3.48166062701665
2340,3.4814265928583334
2345,3.481194534462088
2350,3.4809644518279135
2355,3.4807363449558104
2360,3.480510213845778
2365,3.4802860584978172
2370,3.480063878911927
2375,3.479843675088108
2380,3.4796062285380214
2385,3.479367859867845
2390,3.479130014995139
2395,3.478892693919902
2400,3.478655896642135
2405,3.4784196231618374
2410,3.4781838734790096
2415,3.4779486475936516
2420,3.477713945505764
2425,3.4774797672153452
2430,3.4772461127223964
2435,3.4770129820269173
2440,3.4767803751289077
2445,3.4765482920283683
2450,3.476316732725298
2455,3.4760856972196983
2460,3.4758551855115676
2465,3.4756251976009067
2470,3.4753957334877157
2475,3.475166793171994
2480,3.4749383766537423
2485,3.474710483932961
2490,3.4744831150096487
2495,3.474256269883806
2500,3.474029948555433
2505,3.47380415102453
2510,3.4735788772910965
2515,3.4733507600859976
2520,3.473115478030342
2525,3.4728799637247043
2530,3.4726442171690852
2535,3.4724082383634842
2540,3.4721720273079013
2545,3.4719355840023365
2550,3.4716989084467897
2555,3.471462000641262
2560,3.4712248605857514
2565,3.47098748828026
2570,3.470749883724786
2575,3.47051204691933
2580,3.4702739778638927
2585,3.4700356765584734
2590,3.4697971430030723
2595,3.4695583771976892
2600,3.4693193791423242
2605,3.4690801488369782
2610,3.4688406862816494
2615,3.4686009914763396
2620,3.4683610644210474
2625,3.4681209051157733
2630,3.467880513560518
2635,3.4676398897552803
2640,3.4673990337000613
2645,3.46715794539486
2650,3.4669166248396768
2655,3.466643350984627
2660,3.4663571015125654
2665,3.4660708520405037
2670,3.4657846025684416
2675,3.46549835309638
2680,3.465212103624318
2685,3.4649258541522565
2690,3.464639604680195
2695,3.464353355208133
2700,3.4640671057360715
2705,3.4637808562640098
2710,3.4634946067919476
2715,3.463208357319886
2720,3.4629221078478243
2725,3.4626358583757626
2730,3.462349608903701
2735,3.4620633594316392
2740,3.4617771099595775
2745,3.461490860487516
2750,3.4612046110154537
2755,3.460918361543392
2760,3.4606321120713304
2765,3.4603458625992687
2770,3.460059613127207
2775,3.4597733636551453
2780,3.4594871141830836
2785,3.459200864711022
2790,3.45891461523896
2795,3.458628365766898
2800,3.4583421162948365
2805,3.4580558668227748
2810,3.457769617350713
2815,3.4574833678786514
2820,3.4571971184065897
2825,3.4569108689345276
2830,3.456624619462466
2835,3.4563383699904042
2840,3.4560521205183425
2845,3.455765871046281
2850,3.455479621574219
2855,3.4551933721021575
2860,3.454907122630096
2865,3.4546208731580337
2870,3.454334623685972
2875,3.4540483742139103
2880,3.4537621247418486
2885,3.453475875269787
2890,3.4531896257977253
2895,3.4529033763256636
2900,3.452617126853602
2905,3.4523308773815398
2910,3.452044627909478
2915,3.4517583784374164
2920,3.4514721289653547
2925,3.451185879493293
2930,3.450707940848871
2935,3.4500327040178385
2940,3.4493574671868057
2945,3.4486822303557734
2950,3.4480069935247406
2955,3.4473317566937083
2960,3.4466565198626755
2965,3.445981283031643
2970,3.4453060462006104
2975,3.4446308093695777
2980,3.4439555725385453
2985,3.4432803357075126
2990,3.4426050988764803
2995,3.4419298620454475
3000,3.441254625214415
3005,3.4405793883833824
3010,3.43990415155235
3015,3.4392289147213173
3020,3.438553677890285
3025,3.437878441059252
3030,3.43720320422822
3035,3.436527967397187
3040,3.4358527305661544
3045,3.435177493735122
3050,3.4345022569040893
3055,3.433827020073057
3060,3.433151783242024
3065,3.432476546410992
3070,3.431801309579959
3075,3.431126072748927
3080,3.430450835917894
3085,3.4297755990868617
3090,3.429100362255829
3095,3.428425125424796
3100,3.427749888593764
3105,3.427074651762731
3110,3.4263994149316988
3115,3.425724178100666
3120,3.4250489412696337
3125,3.424373704438601
3130,3.4236984676075686
3135,3.423023230776536
3140,3.4223479939455035
3145,3.4216727571144707
3150,3.4209975202834384
3155,3.4203222834524056
3160,3.419647046621373
3165,3.4189718097903405
3170,3.4182965729593078
3175,3.4176213361282755
3180,3.4169460992972427
3185,3.4162708624662104
3190,3.4155956256351776
3195,3.4149203888041453
3200,3.4142451519731125
3205,3.413273083881859
3210,3.41151983144664
3215,3.4097665790114213
3220,3.4080133265762025
3225,3.4062600741409836
3230,3.404506821705765
3235,3.4027535692705455
3240,3.4010003168353267
3245,3.399247064400108
3250,3.397493811964889
3255,3.39574055952967
3260,3.3939873070944513
3265,3.392234054659232
3270,3.390480802224013
3275,3.3887275497887943
3280,3.3859217659520797
3285,3.382738131875409
3290,3.379554497798739
3295,3.376370863722068
3300,3.373187229645398
3305,3.3700035955687273
3310,3.3668199614920566
3315,3.3636363274153864
3320,3.3604526933387158
3325,3.3572690592620456
3330,3.354085425185375
3335,3.3509017911087047
3340,3.347718157032034
3345,3.3445345229553634
3350,3.340922456534627
3355,3.335556611019005
3360,3.3301907655033833
3365,3.3248249199877615
3370,3.31945907447214
3375,3.3140932289565184
3380,3.3087273834408966
3385,3.3033615379252748
3390,3.297995692409653
3395,3.292629846894031
3400,3.28726400137841
3405,3.281898155862788
3410,3.276532310347166
3415,3.269199522333727
3420,3.2605691087126445
3425,3.2519386950915625
3430,3.24330828147048
3435,3.234677867849398
3440,3.2260474542283157
3445,3.2157611730755744
3450,3.2049154850427692
3455,3.194069797009964
3460,3.1832241089771594
3465,3.172378420944354
3470,3.161532732911549
3475,3.1486801478084403
3480,3.1355856906232438
3485,3.1224912334380472
3490,3.1093967762528507
3495,3.096302319067654
3500,3.0831247228107994
3505,3.067416451846893
3510,3.0509538171423953
3515,3.0337368186973053
3520,3.015765456511623
3525,2.99703973058535
3530,2.9771508162023066
3535,2.9542338401821886
3540,2.9298193837762176
3545,2.903907446984394
3550,2.8764980298067173
3555,2.847591132243188
3560,2.8173961555174816
3565,2.7862719261901554
3570,2.7538573264970467
3575,2.720152356438155
3580,2.685157016013481
3585,2.648892745163602
3590,2.6117640061294196
3595,2.573485029937223
3600,2.534055816587012
